"endTime","artistName","trackName","msPlayed"
"2022-07-12 13:03","Nuestro Día","Nuestra agenda del lunes 6 de septiembre",1428160
"2022-07-12 13:45","Nuestro Día","Pará, pará, pará… ¿qué es Nuestro Día?",1303431
"2022-07-12 14:09","Nuestro Día","¿Y ahora qué va a pasar con la economía?",1248092
"2022-07-12 14:43","Nuestro Día","Flor avistadora y floja de papeles",1251114
"2022-07-12 14:54","Nuestro Día","Nos visita Pedro Peña, un ícono de la gastronomía porteña",661145
"2022-07-12 15:22","Crime Junkie","MURDERED: Ruby J. Doss",1273080
"2022-07-13 11:36","Nuestro Día","Nuestra agenda del miércoles 13 de julio",1466038
"2022-07-13 11:52","Nuestro Día","¿Qué significa hoy ser de clase media?",572905
"2022-07-13 12:00","Nuestro Día","¿Qué significa hoy ser de clase media?",295725
"2022-07-13 12:16","Nuestro Día","Tras una avalancha: ¿cómo trabajan los equipos de rescate? ",962118
"2022-07-13 12:34","Nuestro Día","Data Duda para toda la familia ",1049472
"2022-07-13 12:44","Nuestro Día","¡Esto es mío! Te explicamos el derecho de autor en Argentina ",27008
"2022-07-13 20:47","Aventura","Todavía Me Amas",79410
"2022-07-13 20:52","Romeo Santos","La Diabla",239049
"2022-07-13 20:56","Romeo Santos","Mi Santa (feat. Tomatito)",231293
"2022-07-13 20:56","Adolescent's Orquesta","Persona Ideal",26260
"2022-07-13 21:00","Arcángel","Por Amar A Ciegas",234080
"2022-07-13 21:01","J Balvin","Ginza - Remix",38554
"2022-07-13 21:02","Clean Bandit","Rather Be (feat. Jess Glynne)",99022
"2022-07-13 21:06","Mauro Rey","Te Veo Mañana",209118
"2022-07-13 21:07","Mauro Rey","Te Veo Mañana",45683
"2022-07-13 21:10","La Contra","No Me Enseñaste",179303
"2022-07-14 11:50","Nuestro Día","Nuestra agenda del jueves 14 de julio",1371533
"2022-07-14 11:57","Nuestro Día","¿Qué hay detrás del hackeo al Hospital Garrahan?",437487
"2022-07-14 12:23","Nuestro Día","¿Qué es “la luz al final del túnel”?",927892
"2022-07-14 12:43","Nuestro Día","Cinco minutos al futuro: Realidad virtual",634847
"2022-07-14 13:09","Nuestro Día","Cinco minutos al futuro: Realidad virtual",613805
"2022-07-14 13:28","Nuestro Día","Polémica en Estados Unidos por el hackeo al hijo de Joe Biden",959611
"2022-07-14 13:56","Nuestro Día","Por qué es importante la extensión del tren al interior del país",1645296
"2022-07-14 14:21","Nuestro Día","Nuestra agenda del jueves 14 de julio",301027
"2022-07-14 15:13","Nuestro Día","Instrucciones para surfear el proceso creativo, por La Cope",1204349
"2022-07-14 15:15","Nuestro Día","Nuestra agenda del miércoles 13 de julio",115895
"2022-07-14 16:22","Nuestro Día","¡Esto es mío! Te explicamos el derecho de autor en Argentina ",744360
"2022-07-15 11:02","Romeo Santos","La Diabla",239049
"2022-07-15 11:06","Romeo Santos","Mi Santa (feat. Tomatito)",231293
"2022-07-15 11:06","Yandar & Yostin","Te Pintaron Pajaritos",10566
"2022-07-15 11:07","Romeo Santos","La Diabla",24190
"2022-07-15 11:11","TABAL","Flowery",205194
"2022-07-15 11:13","Tibeauthetraveler","miss you",155457
"2022-07-15 11:16","Lenny Loops","Reassuring Skies",144033
"2022-07-15 11:17","Krynoze","Serenade",86174
"2022-07-15 11:55","Nuestro Día","Nuestra agenda del viernes 15 de julio",1197360
"2022-07-15 13:38","Nuestro Día","Nuestra agenda del viernes 15 de julio",185857
"2022-07-15 13:53","Nuestro Día","Una madre y dos padres: ¿qué es la triple filiación?",548153
"2022-07-15 14:08","Nuestro Día","Lolo y Eddie se anotan en Gran Hermano",7360
"2022-07-16 00:58","Romeo Santos","La Diabla",239049
"2022-07-16 01:00","Romeo Santos","Necio (feat. Carlos Santana)",90585
"2022-07-16 01:07","TOTO","Africa",295938
"2022-07-16 01:11","TOTO","Hold the Line",235612
"2022-07-16 01:13","Creedence Clearwater Revival","Have You Ever Seen The Rain",160194
"2022-07-16 01:17","The Police","Every Breath You Take",253956
"2022-07-16 01:22","Bon Jovi","Livin' On A Prayer",249359
"2022-07-16 01:25","Eurythmics","Sweet Dreams (Are Made of This) - Remastered",216990
"2022-07-16 01:29","a-ha","Take on Me",225303
"2022-07-16 01:33","TOTO","Holyanna",257811
"2022-07-16 01:37","Journey","Don't Stop Believin'",251030
"2022-07-16 01:41","Kim Carnes","Bette Davis Eyes",228043
"2022-07-16 01:45","Bryan Adams","Heaven",243414
"2022-07-16 01:49","Alphaville","Forever Young - 2019 Remaster",226046
"2022-07-16 01:52","Men At Work","Who Can It Be Now?",201340
"2022-07-16 01:58","Daryl Hall & John Oates","Maneater",261296
"2022-07-17 12:39","Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52",198971
"2022-07-17 12:43","Bad Bunny","Efecto",213089
"2022-07-17 12:46","KAROL G","PROVENZA",210256
"2022-07-17 12:52","Polimá Westcoast","ULTRA SOLO REMIX",322409
"2022-07-17 12:55","Feid","Normal",172036
"2022-07-17 12:57","Shakira","Te Felicito",172235
"2022-07-17 12:59","Lasso","Ojos Marrones",65231
"2022-07-17 13:01","Manuel Turizo","La Bachata",162702
"2022-07-17 13:05","NATTI NATASHA","Mayor Que Usted",233519
"2022-07-17 13:09","Maluma","Nos Comemos Vivos",225396
"2022-07-17 13:13","Chris Jedi","La Llevo Al Cielo (Ft. Ñengo Flow)",254978
"2022-07-17 13:14","Bad Bunny","Tití Me Preguntó",34264
"2022-07-17 13:18","Zion & Lennox","Berlin",246108
"2022-07-17 13:22","Jay Wheeler","Suelta",243972
"2022-07-17 13:26","Becky G","MAMIII",226088
"2022-07-17 13:29","Paulo Londra","Luces",172593
"2022-07-17 13:31","Cris Mj","Una Noche en Medellín",153785
"2022-07-17 13:51","Rauw Alejandro","Desesperados",224996
"2022-07-17 13:51","Chris Lebron","Desde Mis Ojos - Remix",10938
"2022-07-17 13:55","Romeo Santos","La Diabla",239049
"2022-07-17 13:56","Romeo Santos","Llévame Contigo",82366
"2022-07-17 14:01","Aventura","Todavía Me Amas",285257
"2022-07-17 14:05","Aventura","Su Veneno",240767
"2022-07-17 14:07","Aventura","Los Infieles",154256
"2022-07-17 14:08","Aventura","Por un Segundo",16947
"2022-07-17 14:08","Aventura","Un Beso",2115
"2022-07-17 14:08","Aventura","El Malo",2041
"2022-07-17 14:11","Mauro Rey","Te Veo Mañana",209118
"2022-07-17 14:12","Mauro Rey","Te Veo Mañana",10654
"2022-07-17 14:15","La Contra","No Me Enseñaste",182206
"2022-07-17 14:18","Los Auténticos Decadentes","Jurabas Tú",162116
"2022-07-17 14:21","La Contra","Adicto a Tu Piel",199399
"2022-07-17 14:22","Grupo Trinidad","Conmigo Te Gustó",49632
"2022-07-17 14:25","Leo Mattioli","Gata Malvada",176587
"2022-07-17 14:29","Los del Fuego","Labios Compartidos",230225
"2022-07-17 14:30","La Contra","Otro Día Más Sin Verte",68637
"2022-07-17 14:35","La Liga","Entre Vos Yo y el Cielo",263955
"2022-07-17 14:35","Rodrigo","Figurate Tu",2128
"2022-07-17 14:35","La Banda De Lechuga","Cariño",1101
"2022-07-17 14:35","La Liga","Me Volvi a Enamorar",5024
"2022-07-17 14:35","La Contra","Adicto a Tu Piel",2300
"2022-07-17 14:35","Escucha!","Triste palomita",1347
"2022-07-17 14:39","La Liga","Un Pacto para Vivir",235752
"2022-07-17 14:40","Los Charros","Te Extrano",4162
"2022-07-17 14:40","Rodrigo Tapari","Que Ya No Me Llame",67978
"2022-07-17 14:40","Escucha!","Vengo de la casa de ella",1127
"2022-07-17 14:43","El Perro Original","Te escapas de mis brazos",163073
"2022-07-17 14:43","La Base","Me Enamore",1156
"2022-07-17 14:43","Los Palmeras","Noche Con Arte",3504
"2022-07-17 14:43","La Liga","Mi Condena",12448
"2022-07-17 14:43","Super Quinteto","Bebiendo Lagrimas",10636
"2022-07-17 14:47","Arcángel","Por Amar A Ciegas",234080
"2022-07-17 14:50","Arcángel","Hace Mucho Tiempo",171293
"2022-07-17 14:55","La Secta","La Locura Automática",64006
"2022-07-18 10:05","Nuestro Día","Nuestra agenda del lunes 18 de julio",33951
"2022-07-18 10:09","Romeo Santos","La Diabla",239049
"2022-07-18 10:13","Romeo Santos","Mi Santa (feat. Tomatito)",231293
"2022-07-18 10:13","Yandar & Yostin","Te Pintaron Pajaritos",26614
"2022-07-18 10:18","MGMT","Little Dark Age",299960
"2022-07-18 10:18","MGMT","Time to Pretend",9293
"2022-07-18 10:23","Eminem","Without Me",290365
"2022-07-18 10:24","Eminem","The Real Slim Shady",64574
"2022-07-18 10:30","Eminem","Godzilla (feat. Juice WRLD)",13772
"2022-07-18 10:30","Eminem","Lose Yourself",326495
"2022-07-18 10:31","Eminem","Mockingbird",31411
"2022-07-18 10:35","Aventura","Todavía Me Amas",285257
"2022-07-18 10:39","Aventura","Los Infieles",5547
"2022-07-18 10:39","Aventura","Un Beso",0
"2022-07-18 10:39","Aventura","Su Veneno",240767
"2022-07-18 10:39","Aventura","El Malo",0
"2022-07-18 10:44","Aventura","Por un Segundo",255071
"2022-07-18 10:50","Aventura","Enséñame a Olvidar",348879
"2022-07-18 10:52","Aventura","Amor de Madre",167888
"2022-07-20 00:47","Aventura","Amor de Madre",5580
"2022-07-20 00:50","Zion & Lennox","Tuyo y mío",212114
"2022-07-20 00:55","Gotye","Somebody That I Used To Know",19786
"2022-07-20 00:55","Zion & Lennox","Qué bien se siente (feat. Farruko)",283771
"2022-07-20 00:56","Ozuna","Caramelo",0
"2022-07-20 00:59","Farruko","Obsesionado",211835
"2022-07-20 01:03","Plan B","Donde Los Consigo? (feat. Yaileem Y Clandestino)",263987
"2022-07-20 01:04","Zion & Lennox","Embriágame",45281
"2022-07-20 01:08","Rauw Alejandro","Fantasias",199761
"2022-07-20 01:12","Farruko","Delincuente",13786
"2022-07-20 01:12","Tainy","Adicto (with Anuel AA & Ozuna)",270767
"2022-07-20 01:12","Bizarrap","Kiddo Toto: Bzrp Music Sessions, Vol.11",1090
"2022-07-20 01:13","Cazzu","Mucha Data",17755
"2022-07-20 01:16","KAROL G","Culpables",752
"2022-07-20 01:16","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",9183
"2022-07-20 01:16","Anuel AA","Amanece",190055
"2022-07-20 01:20","Anuel AA","Secreto",258832
"2022-07-20 01:47","Amenazzy","Baby",90307
"2022-07-20 01:54","Anuel AA","Secreto",258832
"2022-07-20 01:57","Amenazzy","Baby",235973
"2022-07-20 01:59","6ix9ine","BEBE",77158
"2022-07-20 02:02","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",7190
"2022-07-20 02:02","Anuel AA","Amanece",190055
"2022-07-20 02:06","KAROL G","Culpables",226650
"2022-07-20 02:08","Paulo Londra","Adan y Eva",1132
"2022-07-20 02:08","Reik","Amigos Con Derechos",1766
"2022-07-20 02:08","DRAM","Broccoli (feat. Lil Yachty)",151276
"2022-07-20 02:09","Pedro Capó","Calma - Remix",544
"2022-07-20 02:09","Piso 21","Puntos Suspensivos",1287
"2022-07-20 02:09","Sabroso","Si Esta Casa Hablara",1296
"2022-07-20 02:09","Ulises Bueno","Intento",1850
"2022-07-20 02:09","Rombai","Me Voy",0
"2022-07-20 02:09","MC Kevinho","Olha A Explosão",0
"2022-07-20 02:09","Kansas","Dust in the Wind",214
"2022-07-20 10:43","Zion & Lennox","Tuyo y mío",14499
"2022-07-20 10:46","Zion & Lennox","Tuyo y mío",197594
"2022-07-20 10:51","Gotye","Somebody That I Used To Know",15839
"2022-07-20 10:51","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-20 10:55","Rauw Alejandro","Fantasias",199711
"2022-07-20 10:59","Tainy","Adicto (with Anuel AA & Ozuna)",270740
"2022-07-20 11:01","Farruko","Delincuente",86946
"2022-07-20 11:01","Cazzu","Mucha Data",4836
"2022-07-20 11:01","Bizarrap","Kiddo Toto: Bzrp Music Sessions, Vol.11",1218
"2022-07-20 11:04","Anuel AA","Amanece",190004
"2022-07-20 11:40","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",43255
"2022-07-21 01:05","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",812
"2022-07-21 01:08","KAROL G","Culpables",160812
"2022-07-21 01:11","Zion & Lennox","Tuyo y mío",212066
"2022-07-21 01:16","Gotye","Somebody That I Used To Know",12985
"2022-07-21 01:16","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-21 01:19","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",8976
"2022-07-21 01:19","Anuel AA","Amanece",190004
"2022-07-21 01:23","KAROL G","Culpables",226626
"2022-07-21 01:27","DRAM","Broccoli (feat. Lil Yachty)",225205
"2022-07-21 01:31","Reik","Amigos Con Derechos",152231
"2022-07-21 10:51","Zion & Lennox","Tuyo y mío",212066
"2022-07-21 10:55","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-21 10:56","Gotye","Somebody That I Used To Know",33163
"2022-07-21 10:59","Nacho","Casualidad",182071
"2022-07-21 11:03","Luis Fonsi","Despacito",229360
"2022-07-21 11:06","Zion & Lennox","Otra vez (feat. J Balvin)",209453
"2022-07-21 11:10","Farruko","Chillax (feat. Ky-Mani Marley)",197840
"2022-07-21 11:11","Zion & Lennox","Dame tu amor",81643
"2022-07-21 11:16","Maná","Manda Una Señal",281880
"2022-07-21 11:20","Los del Fuego","Y Sin Embargo",243722
"2022-07-21 11:24","Raly Barrionuevo","Mariana",226080
"2022-07-21 11:29","Felp 22","TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)",301246
"2022-07-21 11:33","Tainy","Adicto (with Anuel AA & Ozuna)",270740
"2022-07-21 11:40","Farruko","Delincuente",396120
"2022-07-21 11:42","Bizarrap","Kiddo Toto: Bzrp Music Sessions, Vol.11",143376
"2022-07-21 11:45","Cazzu","Mucha Data",154065
"2022-07-21 11:49","Cazzu","La Clase",267171
"2022-07-21 11:54","Maná","Labios Compartidos",317626
"2022-07-21 11:59","Maná","Ángel De Amor",264931
"2022-07-21 12:20","Nuestro Día","Nuestra agenda del lunes 18 de julio",1184201
"2022-07-21 12:27","Nuestro Día","¿Por qué hay gente ahorrando en pesos bolivianos?",389590
"2022-07-21 12:44","Nuestro Día","Oppa! El ""Gangnam Style"" cumple 10 años",865776
"2022-07-21 13:46","Nuestro Día","¿Qué pasa que está tan caliente la cumbre del Mercosur?",1260803
"2022-07-21 21:48","Zion & Lennox","Tuyo y mío",212066
"2022-07-21 21:52","Gotye","Somebody That I Used To Know",5809
"2022-07-21 21:52","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-21 21:56","Q' Lokura","Si un Día Vuelves - En Vivo",213994
"2022-07-21 22:00","Banda XXI","Mi Primavera",224320
"2022-07-21 22:03","La K'onga","Dueles",226137
"2022-07-21 22:07","Dale Q' Va","Tú",192853
"2022-07-21 22:11","Tru La La","Más",244900
"2022-07-21 22:14","Dale Q' Va","Te Esperé",168344
"2022-07-21 22:17","La K'onga","Te Mentiría",218431
"2022-07-21 22:18","Ulises Bueno","Eras Tu",25737
"2022-07-21 22:21","Farruko","Obsesionado",211813
"2022-07-21 22:26","Plan B","Donde Los Consigo? (feat. Yaileem Y Clandestino)",263920
"2022-07-21 22:29","Zion & Lennox","Embriágame",219066
"2022-07-21 22:33","Tony Dize","Deseos (feat. Nicky Jam)",222560
"2022-07-21 22:37","Tony Dize","Si No Te Tengo (feat. Farruko)",251573
"2022-07-21 22:40","MYA","Te Olvidaré",185426
"2022-07-21 22:45","Dalex","Bellaquita - Remix",304733
"2022-07-21 22:48","Rodrigo Amarante","Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack",151565
"2022-07-21 22:51","Bad Bunny","Vete",192024
"2022-07-21 22:56","JAY-Z","No Church In The Wild",272506
"2022-07-21 23:00","Dalex","Hola - Remix",249520
"2022-07-21 23:03","Nicky Jam","Whine Up",215459
"2022-07-21 23:08","Rauw Alejandro","Fantasias",199711
"2022-07-21 23:12","Tainy","Adicto (with Anuel AA & Ozuna)",270740
"2022-07-21 23:13","Farruko","Delincuente",2904
"2022-07-21 23:20","Bizarrap","Kiddo Toto: Bzrp Music Sessions, Vol.11",1640
"2022-07-22 11:29","Nuestro Día","Nuestra agenda del jueves 21 de julio",1579415
"2022-07-22 11:43","Nuestro Día","De proyecto a ley: ¿en qué consta el proceso?",827256
"2022-07-22 12:02","Nuestro Día","Gabi analiza desde La Rioja",1117152
"2022-07-22 12:25","Nuestro Día","Cinco minutos al futuro: Guerras narrativas",1173159
"2022-07-22 12:57","Nuestro Día","Flor y el universo de los niños del horror",1549714
"2022-07-22 13:40","Nuestro Día","¿Dónde está María Cash?",1888436
"2022-07-22 14:30","Nuestro Día","Nuestra agenda del viernes 22 de julio",1331644
"2022-07-22 14:42","Nuestro Día","¿Qué es esto del “doble dolar”? 🤔",85236
"2022-07-22 23:26","Zion & Lennox","Tuyo y mío",212066
"2022-07-22 23:31","Gotye","Somebody That I Used To Know",27149
"2022-07-22 23:31","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-22 23:36","Amenazzy","Baby",5731
"2022-07-22 23:36","Anuel AA","Secreto",258800
"2022-07-22 23:39","Anuel AA","Amanece",190004
"2022-07-22 23:43","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",213898
"2022-07-22 23:46","KAROL G","Culpables",226626
"2022-07-22 23:50","DRAM","Broccoli (feat. Lil Yachty)",225205
"2022-07-22 23:54","Pedro Capó","Calma - Remix",885
"2022-07-22 23:54","Piso 21","Puntos Suspensivos",2718
"2022-07-22 23:54","Sabroso","Si Esta Casa Hablara",177
"2022-07-22 23:54","Paulo Londra","Adan y Eva",1341
"2022-07-22 23:54","Ulises Bueno","Intento",7981
"2022-07-22 23:54","Reik","Amigos Con Derechos",214750
"2022-07-22 23:54","Kansas","Dust in the Wind",436
"2022-07-22 23:58","Zion & Lennox","Tuyo y mío",212066
"2022-07-23 00:02","Zion & Lennox","Qué bien se siente (feat. Farruko)",267479
"2022-07-23 00:06","Farruko","Obsesionado",169160
"2022-07-24 00:36","Farruko","Obsesionado",211813
"2022-07-24 00:40","Plan B","Donde Los Consigo? (feat. Yaileem Y Clandestino)",263920
"2022-07-24 00:41","Zion & Lennox","Embriágame",9477
"2022-07-24 00:41","Tony Dize","Si No Te Tengo (feat. Farruko)",1282
"2022-07-24 00:41","Tony Dize","Deseos (feat. Nicky Jam)",1182
"2022-07-24 00:41","MYA","Te Olvidaré",1406
"2022-07-24 00:46","Rodrigo Amarante","Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack",8660
"2022-07-24 00:46","Dalex","Bellaquita - Remix",304733
"2022-07-24 00:48","Bad Bunny","Vete",127383
"2022-07-24 02:28","Romeo Santos","La Diabla",239026
"2022-07-24 02:34","Aventura","Todavía Me Amas",285226
"2022-07-24 02:38","Aventura","Su Veneno",240706
"2022-07-24 02:43","Aventura","Los Infieles",257186
"2022-07-24 02:44","Aventura","El Malo",67974
"2022-07-24 03:13","Aventura","El Malo",170747
"2022-07-24 03:18","Aventura","Un Beso",263346
"2022-07-24 03:22","Aventura","Enséñame a Olvidar",25136
"2022-07-24 03:22","Aventura","Por un Segundo",255026
"2022-07-25 11:23","Nuestro Día","¿Existe la “plata mágica” o es ilegal?",26345
"2022-07-25 11:23","Nuestro Día","¿Qué es esto del “doble dolar”? 🤔",522968
"2022-07-25 11:46","Nuestro Día","Nuestra agenda del lunes 25 de julio",1368581
"2022-07-25 11:56","Nuestro Día","¡Más razones para no fumar! 🚬",574040
"2022-07-25 12:08","Nuestro Día","¿Existe la “plata mágica” o es ilegal?",689458
"2022-07-25 12:13","Nuestro Día","Nos vestimos de blanco junto a Juanita Groisman 💍",345831
"2022-07-25 12:26","Nuestro Día","Volar por tres minutos puede ser perjudicial para el medioambiente",752561
"2022-07-25 13:03","Nuestro Día","Los abusos de la Iglesia católica: el valor de denunciar",1836068
"2022-07-25 13:04","Nuestro Día","Nuestra agenda del lunes 25 de julio",54813
"2022-07-25 13:20","Nuestro Día","¿De dónde sale el padrinazgo presidencial del séptimo hijo varón?",876016
"2022-07-25 13:20","Nuestro Día","Las ventajas de tener amigues, por La Cope",33970
"2022-07-25 13:32","Nuestro Día","¿Qué implica ser declarado “ciudadano no grato”?",66200
"2022-07-25 14:07","Nuestro Día","¿Qué implica ser declarado “ciudadano no grato”?",527529
"2022-07-25 14:18","Nuestro Día","¿De dónde sale el padrinazgo presidencial del séptimo hijo varón?",17650
"2022-07-26 12:19","Nuestro Día","Nuestra agenda del martes 26 de julio",1174256
"2022-07-26 12:27","Nuestro Día","¿Qué son los delitos contra el orden constitucional?",480078
"2022-07-26 12:42","Nuestro Día","¿Qué es la alosexualidad?",893701
"2022-07-26 13:02","Nuestro Día","El viaje de Batakis por Tomás Aguerre",1180604
"2022-07-26 13:36","Nuestro Día","Lo que la Comic Con de San Diego nos dejó",1454831
"2022-07-26 14:06","Nuestro Día","¿Qué significa el informe del Mossad publicado por el Times?",1762560
"2022-07-26 14:07","Nuestro Día","Nuestra agenda del martes 26 de julio",69909
"2022-07-26 14:11","Post Malone","I Like You (A Happier Song) (with Doja Cat)",24198
"2022-07-26 14:11","Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52",198937
"2022-07-26 14:16","Billie Eilish","TV",16962
"2022-07-26 14:16","Kate Bush","Running Up That Hill (A Deal With God) - 2018 Remaster",300840
"2022-07-26 14:17","Charlie Puth","Left and Right (Feat. Jung Kook of BTS)",1548
"2022-07-26 14:17","Joji","Glimpse of Us",26957
"2022-07-26 14:17","Doja Cat","Vegas (From the Original Motion Picture Soundtrack ELVIS)",3437
"2022-07-26 14:17","Bad Bunny","Me Porto Bonito",1233
"2022-07-26 14:17","Harry Styles","Late Night Talking",2387
"2022-07-26 14:17","Nicky Youre","Sunroof",1634
"2022-07-26 14:17","OneRepublic","I Ain't Worried",2086
"2022-07-26 14:19","The MLK Tapes","Introducing: Facing Evil",117733
"2022-07-26 14:26","The MLK Tapes","125,000 Reasons [13]",271523
"2022-07-26 14:29","The MLK Tapes","The MLK Tapes - Official Trailer",131368
"2022-07-26 14:50","Radio Rental","Episode 23",458840
"2022-07-27 11:43","Radio Rental","Episode 23",1187553
"2022-07-27 11:45","Radio Rental","Episode 24",4087
"2022-07-27 11:48","Dark Air with Terry Carnation","Dark Air with Terry Carnation (trailer)",171432
"2022-07-27 11:52","Dark Air with Terry Carnation","1: The Returnening",206308
"2022-07-27 12:27","Radio Rental","Episode 24",1857697
"2022-07-27 13:30","Radio Rental","Episode 25",40489
"2022-07-27 14:09","Radio Rental","Episode 26",1547833
"2022-07-27 14:30","Radio Rental","Episode 27",323417
"2022-07-27 16:10","Radio Rental","Episode 27",1978662
"2022-07-27 16:33","Radio Rental","Episode 28",750385
"2022-07-28 11:38","Nuestro Día","Nuestra agenda del miércoles 27 de julio",927660
"2022-07-28 11:50","Nuestro Día","¿Existe una receta para la viralización? ",27642
"2022-07-28 11:50","Nuestro Día","Mitos y verdades del MDMA",600502
"2022-07-28 12:13","Nuestro Día","Hablemos de anticoncepción: ligadura de trompas y vasectomía",1233449
"2022-07-28 12:31","Nuestro Día","¿Tenés hipersensibilidad auditiva? Hay un show distendido para vos",1075591
"2022-07-28 12:46","Nuestro Día","Cosas para hacer los días de lluvia, por La Cope",877374
"2022-07-28 13:20","Nuestro Día","Cómo los contenidos de las redes pueden llevar a trastornos alimenticios",2045492
"2022-07-28 13:22","Nuestro Día","Nuestra agenda del miércoles 27 de julio",96136
"2022-07-28 13:33","Nuestro Día","Nuestra agenda del jueves 28 de julio",105680
"2022-07-28 13:58","Nuestro Día","Nuestra agenda del jueves 28 de julio",1478605
"2022-07-28 14:13","Nuestro Día","¿Cómo es la vida en las ciudades nevadas? ",614896
"2022-07-28 14:42","Nuestro Día","¿Existe una receta para la viralización? ",1067320
"2022-07-28 21:00","Bad Bunny","Tití Me Preguntó",29248
"2022-07-28 21:00","Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52",195030
"2022-07-28 21:04","Zion & Lennox","Tuyo y mío",212066
"2022-07-28 21:09","Gotye","Somebody That I Used To Know",35569
"2022-07-28 21:09","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-28 21:10","Q' Lokura","Si un Día Vuelves - En Vivo",26317
"2022-07-28 21:11","Farruko","Obsesionado",86002
"2022-07-28 21:14","Tony Dize","Si No Te Tengo (feat. Farruko)",196355
"2022-07-28 21:18","Rauw Alejandro","Fantasias",199711
"2022-07-28 21:22","Tainy","Adicto (with Anuel AA & Ozuna)",270740
"2022-07-28 21:29","Farruko","Delincuente",396120
"2022-07-28 21:31","Bizarrap","Kiddo Toto: Bzrp Music Sessions, Vol.11",143376
"2022-07-28 21:32","Cazzu","Mucha Data",20791
"2022-07-28 21:36","Anuel AA","Secreto",258800
"2022-07-28 21:37","Amenazzy","Baby",49683
"2022-07-28 21:40","6ix9ine","BEBE",217822
"2022-07-28 21:43","Anuel AA","Amanece",190004
"2022-07-28 21:45","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",109001
"2022-07-28 21:49","KAROL G","Culpables",226626
"2022-07-28 21:50","DRAM","Broccoli (feat. Lil Yachty)",66590
"2022-07-28 21:53","Bizarrap","Nathy Peluso: Bzrp Music Sessions, Vol. 36",171215
"2022-07-28 21:54","Cazzu","TURRA",34348
"2022-07-28 21:57","Bizarrap","Nathy Peluso: Bzrp Music Sessions, Vol. 36",171215
"2022-07-28 21:59","Bizarrap","Cazzu: Bzrp Music Sessions, Vol. 32",146106
"2022-07-28 22:01","TINI","Miénteme",80433
"2022-07-30 15:39","Zion & Lennox","Tuyo y mío",212066
"2022-07-30 15:44","Zion & Lennox","Qué bien se siente (feat. Farruko)",283720
"2022-07-30 15:45","Zion & Lennox","Embriágame",4476
"2022-07-30 15:45","Q' Lokura","Si un Día Vuelves - En Vivo",14621
"2022-07-30 15:45","Farruko","Obsesionado",34910
"2022-07-30 15:45","Farruko","Obsesionado",1009
"2022-07-30 15:50","Anuel AA","Secreto",258800
"2022-07-30 15:54","Amenazzy","Baby",235973
"2022-07-30 15:57","6ix9ine","BEBE",217822
"2022-07-30 16:00","Anuel AA","Amanece",190004
"2022-07-30 16:04","De La Ghetto","Todo El Amor (feat. Maluma & Wisin)",213898
"2022-07-30 16:08","KAROL G","Culpables",226626
"2022-07-30 16:08","DRAM","Broccoli (feat. Lil Yachty)",36145
"2022-07-30 16:12","Los del Fuego","Después de Ti",219977
"2022-07-30 16:15","La Contra","No Me Enseñaste",182206
"2022-07-30 16:15","Los Palmeras","Noche Con Arte",16519
"2022-07-30 16:16","La Contra","Adicto a Tu Piel",30237
"2022-07-30 16:20","La Contra","Loco",1952
"2022-07-30 16:20","Los Palmeras","El Bombón",8451
"2022-07-30 16:20","Mario Pereyra y Su Banda","Hasta el Sol de Hoy (En Vivo)",5803
"2022-07-30 16:20","La contrà","Entre tú y mil mares",227857
"2022-07-30 16:21","Los Leales","Un Velero Llamado Libertad",59818
"2022-07-30 16:25","Romeo Santos","La Diabla",239026
"2022-07-30 16:26","Wisin & Yandel","Noche De Sexo",1315
"2022-07-30 16:26","Cali Y El Dandee","Yo Te Esperaré",1206
"2022-07-30 16:26","Romeo Santos","La Bella Y La Bestia",29086
"2022-07-30 16:26","Yandar & Yostin","Te Pintaron Pajaritos",21030
"2022-07-30 16:31","Aventura","Todavía Me Amas",285226
"2022-07-30 16:35","Aventura","Su Veneno",240706
"2022-07-30 16:39","Aventura","Los Infieles",235682
"2022-07-30 16:44","La Liga","Entre Vos Yo y el Cielo",263955
"2022-07-30 16:47","La Contra","No Me Enseñaste",182206
"2022-07-30 16:47","La Liga","El Puente",11091
